rep,target_prevalence,algo,arm,auroc,brier,ece10,ece20,calib_slope,calib_intercept,mean_predicted,observed_rate,nb_at_prevalence,nb_at_0.20,nb_positive_up_to,alpha_used
4,0.5,logreg,weighted,0.7866,0.1892,0.0381,0.0459,0.984,0.0,0.4997,0.5,0.2233,0.3815,0.6,
4,0.5,rf,unweighted,0.7917,0.1841,0.0229,0.025,1.011,0.005,0.4991,0.5,0.2313,0.382,0.6,
4,0.5,rf,weighted,0.7918,0.1841,0.0228,0.0289,1.011,0.004,0.4993,0.5,0.23,0.3815,0.6,
4,0.5,hgb,unweighted,0.7839,0.1885,0.0298,0.0352,0.821,-0.005,0.4998,0.5,0.227,0.379,0.6,
4,0.5,hgb,weighted,0.7839,0.1885,0.0298,0.0352,0.821,-0.005,0.4998,0.5,0.227,0.379,0.6,
5,0.05,logreg,unweighted,0.8079,0.044,0.0094,0.0123,0.987,-0.032,0.05,0.05,0.0239,0.0054,0.31,
5,0.05,logreg,weighted,0.8073,0.1724,0.3212,0.3212,0.813,-2.909,0.3712,0.05,0.001,-0.1287,0.05,
5,0.05,rf,unweighted,0.7925,0.043,0.0047,0.0067,0.902,-0.229,0.05,0.05,0.0235,0.0062,0.28,
5,0.05,rf,weighted,0.7845,0.0849,0.1659,0.1659,0.99,-1.916,0.2159,0.05,0.0061,-0.054,0.05,
5,0.05,hgb,unweighted,0.7532,0.0466,0.0189,0.0189,0.558,-0.979,0.0453,0.05,0.0201,0.0008,0.21,
5,0.05,hgb,weighted,0.7396,0.1024,0.1551,0.1551,0.496,-2.263,0.2051,0.05,0.0119,-0.046,0.07,
5,0.1,logreg,unweighted,0.7926,0.0791,0.0178,0.0187,0.987,-0.022,0.0998,0.1,0.0446,0.0254,0.44,
5,0.1,logreg,weighted,0.795,0.179,0.2961,0.2961,0.842,-2.172,0.3961,0.1,0.0041,-0.0846,0.1,
5,0.1,rf,unweighted,0.7968,0.0761,0.009,0.0125,0.954,-0.076,0.0997,0.1,0.0456,0.0299,0.49,
5,0.1,rf,weighted,0.7922,0.1226,0.1868,0.1868,1.012,-1.564,0.2868,0.1,0.0156,-0.0328,0.12,
5,0.1,hgb,unweighted,0.772,0.0824,0.0275,0.0291,0.647,-0.585,0.0975,0.1,0.0399,0.0205,0.38,
5,0.1,hgb,weighted,0.7652,0.1405,0.1859,0.1869,0.62,-1.76,0.2859,0.1,0.0235,-0.0261,0.14,
5,0.15,logreg,unweighted,0.7892,0.1074,0.0239,0.0269,0.985,-0.022,0.15,0.15,0.0671,0.0553,0.56,
5,0.15,logreg,weighted,0.7895,0.1823,0.263,0.263,0.894,-1.718,0.413,0.15,0.0139,-0.0294,0.16,
5,0.15,rf,unweighted,0.7859,0.1057,0.0122,0.0163,0.969,-0.046,0.1504,0.15,0.0672,0.0567,0.48,
5,0.15,rf,weighted,0.7838,0.148,0.1891,0.1891,1.006,-1.316,0.339,0.15,0.0252,-0.0036,0.19,
5,0.15,hgb,unweighted,0.7695,0.1122,0.03,0.03,0.707,-0.373,0.1457,0.15,0.0614,0.0494,0.46,
5,0.15,hgb,weighted,0.7655,0.1597,0.184,0.1871,0.687,-1.416,0.334,0.15,0.0377,0.0089,0.22,
5,0.2,logreg,unweighted,0.7869,0.1316,0.0307,0.0307,0.984,-0.018,0.1998,0.2,0.09,0.09,0.6,
5,0.2,logreg,weighted,0.7871,0.1851,0.2272,0.2272,0.906,-1.371,0.4272,0.2,0.0285,0.0285,0.23,
5,0.2,rf,unweighted,0.7829,0.1293,0.0107,0.0148,0.976,-0.028,0.2001,0.2,0.089,0.089,0.6,
5,0.2,rf,weighted,0.7829,0.163,0.1702,0.1702,1.006,-1.076,0.3702,0.2,0.0481,0.0481,0.36,
5,0.2,hgb,unweighted,0.7718,0.1342,0.0275,0.0288,0.749,-0.261,0.1977,0.2,0.087,0.087,0.55,
5,0.2,hgb,weighted,0.7686,0.1738,0.1734,0.1734,0.719,-1.162,0.3702,0.2,0.055,0.055,0.33,
5,0.3,logreg,unweighted,0.792,0.1627,0.0359,0.0399,0.987,-0.009,0.2998,0.3,0.1363,0.1758,0.6,
5,0.3,logreg,weighted,0.792,0.1844,0.15,0.15,0.941,-0.84,0.45,0.3,0.0919,0.1462,0.6,
5,0.3,rf,unweighted,0.7979,0.1575,0.0142,0.0182,1.007,0.006,0.2998,0.3,0.1409,0.1787,0.6,
5,0.3,rf,weighted,0.7971,0.1728,0.1161,0.1161,1.027,-0.672,0.4161,0.3,0.1181,0.1599,0.6,
5,0.3,hgb,unweighted,0.7861,0.1633,0.026,0.0295,0.805,-0.125,0.2992,0.3,0.1352,0.1736,0.6,
5,0.3,hgb,weighted,0.7843,0.1811,0.1226,0.1226,0.793,-0.73,0.4195,0.3,0.1162,0.1601,0.6,
5,0.4,logreg,unweighted,0.7827,0.184,0.0327,0.0382,0.986,-0.005,0.3999,0.4,0.1756,0.2676,0.6,
5,0.4,logreg,weighted,0.7828,0.1893,0.0771,0.0791,0.972,-0.402,0.4764,0.4,0.1635,0.2631,0.6,
5,0.4,rf,unweighted,0.786,0.18,0.0175,0.0252,1.005,0.004,0.3996,0.4,0.1791,0.2676,0.6,
5,0.4,rf,weighted,0.785,0.1842,0.0604,0.0605,1.015,-0.325,0.4604,0.4,0.1734,0.2687,0.6,
5,0.4,hgb,unweighted,0.7752,0.1856,0.0353,0.0412,0.786,-0.066,0.3982,0.4,0.1754,0.2622,0.6,
5,0.4,hgb,weighted,0.7753,0.1896,0.0664,0.069,0.789,-0.348,0.4598,0.4,0.1689,0.2667,0.6,
5,0.5,logreg,unweighted,0.7903,0.1876,0.0339,0.037,0.989,0.0,0.4998,0.5,0.2275,0.3825,0.6,
5,0.5,logreg,weighted,0.7903,0.1876,0.0339,0.037,0.989,0.0,0.4998,0.5,0.2275,0.3825,0.6,
5,0.5,rf,unweighted,0.7929,0.1844,0.0122,0.013,1.007,0.006,0.4988,0.5,0.2295,0.3828,0.6,
5,0.5,rf,weighted,0.794,0.184,0.0101,0.012,1.012,0.004,0.4993,0.5,0.2298,0.3831,0.6,
5,0.5,hgb,unweighted,0.7847,0.1893,0.0323,0.0394,0.795,-0.011,0.5008,0.5,0.2232,0.3772,0.6,
5,0.5,hgb,weighted,0.7847,0.1893,0.0323,0.0394,0.795,-0.011,0.5008,0.5,0.2232,0.3772,0.6,
6,0.05,logreg,unweighted,0.785,0.0453,0.0079,0.0165,0.961,-0.102,0.05,0.05,0.0232,0.0013,0.23,
6,0.05,logreg,weighted,0.7856,0.1831,0.3403,0.3403,0.773,-2.902,0.3903,0.05,0.0001,-0.1459,0.05,
6,0.05,rf,unweighted,0.7667,0.0446,0.0037,0.0069,0.842,-0.391,0.0504,0.05,0.0213,0.0018,0.21,
6,0.05,rf,weighted,0.7599,0.0915,0.1784,0.1784,0.923,-2.0,0.2284,0.05,0.005,-0.0673,0.05,
6,0.05,hgb,unweighted,0.7395,0.0484,0.0252,0.0252,0.505,-1.146,0.046,0.05,0.0185,-0.0015,0.15,
6,0.05,hgb,weighted,0.7237,0.1062,0.1598,0.1606,0.442,-2.312,0.2098,0.05,0.0102,-0.0489,0.06,
6,0.1,logreg,unweighted,0.7931,0.079,0.0208,0.0244,0.985,-0.027,0.0999,0.1,0.0465,0.0276,0.43,
6,0.1,logreg,weighted,0.7939,0.1784,0.2963,0.2963,0.889,-2.166,0.3963,0.1,0.0039,-0.0848,0.1,
6,0.1,rf,unweighted,0.7948,0.0768,0.0082,0.0124,0.952,-0.095,0.1009,0.1,0.0459,0.0296,0.42,
6,0.1,rf,weighted,0.7939,0.1231,0.1895,0.1895,0.999,-1.594,0.2895,0.1,0.0157,-0.0397,0.12,
6,0.1,hgb,unweighted,0.7687,0.082,0.0262,0.0269,0.663,-0.549,0.0963,0.1,0.0413,0.0244,0.37,
6,0.1,hgb,weighted,0.7636,0.1388,0.1847,0.1847,0.629,-1.752,0.2847,0.1,0.0234,-0.0282,0.13,
6,0.15,logreg,unweighted,0.7873,0.1109,0.0313,0.0313,0.972,-0.045,0.1503,0.15,0.0655,0.0503,0.49,
6,0.15,logreg,weighted,0.7875,0.1872,0.2671,0.2671,0.842,-1.719,0.4171,0.15,0.0126,-0.0296,0.16,
6,0.15,rf,unweighted,0.7937,0.106,0.0108,0.0178,0.969,-0.048,0.1507,0.15,0.0666,0.056,0.6,
6,0.15,rf,weighted,0.7919,0.1486,0.1859,0.1859,1.01,-1.312,0.3358,0.15,0.0345,0.0075,0.22,
6,0.15,hgb,unweighted,0.7752,0.111,0.0294,0.0321,0.713,-0.357,0.1458,0.15,0.061,0.0495,0.46,
6,0.15,hgb,weighted,0.7702,0.1624,0.1855,0.1868,0.682,-1.422,0.3355,0.15,0.0415,0.0127,0.22,
6,0.2,logreg,unweighted,0.7829,0.1328,0.0327,0.0327,0.988,-0.015,0.2,0.2,0.0892,0.0892,0.56,
6,0.2,logreg,weighted,0.7837,0.1873,0.2293,0.2293,0.907,-1.374,0.4293,0.2,0.0276,0.0276,0.24,
6,0.2,rf,unweighted,0.789,0.1288,0.0068,0.0106,0.994,-0.007,0.2,0.2,0.0907,0.0907,0.59,
6,0.2,rf,weighted,0.7882,0.1612,0.1691,0.1691,1.037,-1.064,0.3691,0.2,0.049,0.049,0.38,
6,0.2,hgb,unweighted,0.7726,0.1351,0.0289,0.0318,0.731,-0.286,0.199,0.2,0.0844,0.0844,0.54,
6,0.2,hgb,weighted,0.7666,0.1756,0.1736,0.1736,0.697,-1.163,0.3705,0.2,0.0554,0.0554,0.32,
6,0.3,logreg,unweighted,0.7972,0.1618,0.0453,0.0502,0.992,-0.007,0.3001,0.3,0.141,0.1775,0.6,
6,0.3,logreg,weighted,0.7971,0.1827,0.1492,0.1492,0.939,-0.841,0.4492,0.3,0.0951,0.1483,0.6,
6,0.3,rf,unweighted,0.7956,0.1581,0.0191,0.022,0.992,-0.005,0.3,0.3,0.1385,0.1779,0.6,
6,0.3,rf,weighted,0.7951,0.1733,0.1167,0.1168,1.01,-0.679,0.4167,0.3,0.1181,0.1593,0.6,
6,0.3,hgb,unweighted,0.7838,0.1637,0.0341,0.0349,0.778,-0.147,0.3002,0.3,0.1337,0.1694,0.6,
6,0.3,hgb,weighted,0.7823,0.182,0.1229,0.1229,0.773,-0.732,0.4194,0.3,0.1121,0.16,0.6,
6,0.4,logreg,unweighted,0.7859,0.1818,0.0278,0.032,0.986,-0.005,0.3999,0.4,0.177,0.2699,0.6,
6,0.4,logreg,weighted,0.786,0.1872,0.077,0.0789,0.973,-0.402,0.4755,0.4,0.1618,0.2646,0.6,
6,0.4,rf,unweighted,0.7875,0.1785,0.0155,0.0246,1.0,0.001,0.3998,0.4,0.1845,0.2701,0.6,
6,0.4,rf,weighted,0.7867,0.1826,0.0625,0.0637,1.01,-0.325,0.4599,0.4,0.1734,0.2677,0.6,
6,0.4,hgb,unweighted,0.7778,0.1845,0.0378,0.0382,0.788,-0.079,0.4012,0.4,0.1763,0.2693,0.6,
6,0.4,hgb,weighted,0.7779,0.189,0.0697,0.0697,0.794,-0.365,0.4632,0.4,0.1602,0.2687,0.6,
6,0.5,logreg,unweighted,0.7843,0.1896,0.0395,0.0446,0.994,-0.001,0.5,0.5,0.2258,0.3776,0.6,
6,0.5,logreg,weighted,0.7843,0.1896,0.0395,0.0446,0.994,-0.001,0.5,0.5,0.2258,0.3776,0.6,
6,0.5,rf,unweighted,0.7886,0.1858,0.0126,0.0244,1.0,0.002,0.4996,0.5,0.2282,0.3808,0.6,
6,0.5,rf,weighted,0.7891,0.1856,0.0133,0.0278,1.004,0.003,0.4996,0.5,0.2298,0.382,0.6,
6,0.5,hgb,unweighted,0.7772,0.1921,0.0305,0.0313,0.792,-0.006,0.4993,0.5,0.2192,0.3777,0.6,
6,0.5,hgb,weighted,0.7772,0.1921,0.0305,0.0313,0.792,-0.006,0.4993,0.5,0.2192,0.3777,0.6,
7,0.05,logreg,unweighted,0.769,0.0452,0.0058,0.012,0.972,-0.073,0.05,0.05,0.0203,0.001,0.21,
7,0.05,logreg,weighted,0.7719,0.1879,0.3492,0.3492,0.794,-2.924,0.3992,0.05,0.0001,-0.1551,0.05,
7,0.05,rf,unweighted,0.7638,0.0446,0.0034,0.0073,0.866,-0.339,0.0506,0.05,0.0204,0.0013,0.21,
7,0.05,rf,weighted,0.7495,0.0926,0.1836,0.1836,0.947,-2.0,0.2336,0.05,0.0056,-0.08,0.05,
7,0.05,hgb,unweighted,0.7287,0.0472,0.0207,0.022,0.53,-1.084,0.0454,0.05,0.0169,-0.0012,0.17,
7,0.05,hgb,weighted,0.6984,0.1067,0.1601,0.1604,0.41,-2.333,0.2101,0.05,0.0107,-0.0564,0.06,
7,0.1,logreg,unweighted,0.7797,0.0819,0.0208,0.0217,0.959,-0.078,0.0999,0.1,0.0429,0.0206,0.37,
7,0.1,logreg,weighted,0.7831,0.1855,0.3022,0.3022,0.803,-2.17,0.4022,0.1,0.0037,-0.0854,0.1,
7,0.1,rf,unweighted,0.7898,0.0783,0.0078,0.0081,0.946,-0.102,0.1007,0.1,0.0437,0.0258,0.59,
7,0.1,rf,weighted,0.7838,0.1276,0.193,0.193,0.996,-1.583,0.293,0.1,0.0174,-0.0377,0.12,
7,0.1,hgb,unweighted,0.7654,0.0827,0.0258,0.0297,0.651,-0.573,0.0969,0.1,0.0384,0.0202,0.36,
7,0.1,hgb,weighted,0.7524,0.1454,0.1902,0.1904,0.592,-1.764,0.2902,0.1,0.0249,-0.0314,0.14,
7,0.15,logreg,unweighted,0.7871,0.1088,0.0266,0.0317,0.982,-0.029,0.1502,0.15,0.069,0.0557,0.52,
7,0.15,logreg,weighted,0.7874,0.1846,0.2651,0.2651,0.886,-1.717,0.4151,0.15,0.0137,-0.0286,0.16,
7,0.15,rf,unweighted,0.7882,0.1058,0.0158,0.0172,0.958,-0.067,0.151,0.15,0.067,0.0559,0.47,
7,0.15,rf,weighted,0.7884,0.1473,0.1852,0.1852,0.998,-1.308,0.3352,0.15,0.0296,0.0016,0.2,
7,0.15,hgb,unweighted,0.7716,0.1094,0.0235,0.0257,0.728,-0.354,0.148,0.15,0.0645,0.052,0.47,
7,0.15,hgb,weighted,0.7701,0.1621,0.1896,0.1908,0.702,-1.441,0.3396,0.15,0.0358,0.0082,0.21,
7,0.2,logreg,unweighted,0.7949,0.129,0.0287,0.0298,0.986,-0.016,0.1999,0.2,0.0916,0.0916,0.6,
7,0.2,logreg,weighted,0.795,0.181,0.2224,0.2224,0.914,-1.373,0.4224,0.2,0.0331,0.0331,0.25,
7,0.2,rf,unweighted,0.7918,0.1272,0.0166,0.0216,0.982,-0.015,0.1994,0.2,0.09,0.09,0.55,
7,0.2,rf,weighted,0.7905,0.1601,0.167,0.1673,1.004,-1.073,0.367,0.2,0.0556,0.0556,0.35,
7,0.2,hgb,unweighted,0.7788,0.1322,0.0314,0.0316,0.75,-0.252,0.1973,0.2,0.0853,0.0853,0.55,
7,0.2,hgb,weighted,0.7733,0.1714,0.1683,0.172,0.714,-1.155,0.3675,0.2,0.0599,0.0599,0.32,
7,0.3,logreg,unweighted,0.7846,0.1643,0.0445,0.0455,0.991,-0.008,0.3002,0.3,0.1392,0.17,0.6,
7,0.3,logreg,weighted,0.7847,0.1873,0.1527,0.153,0.952,-0.841,0.4527,0.3,0.083,0.1448,0.6,
7,0.3,rf,unweighted,0.7855,0.1608,0.0112,0.0127,0.989,-0.011,0.3006,0.3,0.14,0.1727,0.6,
7,0.3,rf,weighted,0.7861,0.1764,0.12,0.1206,1.018,-0.68,0.42,0.3,0.111,0.1496,0.6,
7,0.3,hgb,unweighted,0.7715,0.1677,0.031,0.0351,0.755,-0.17,0.3001,0.3,0.1315,0.1684,0.6,
7,0.3,hgb,weighted,0.7692,0.1862,0.1262,0.1264,0.753,-0.738,0.4224,0.3,0.1021,0.1514,0.59,
7,0.4,logreg,unweighted,0.7895,0.182,0.0321,0.0346,0.991,-0.004,0.4,0.4,0.1742,0.272,0.6,
7,0.4,logreg,weighted,0.7895,0.1869,0.0755,0.0755,0.972,-0.403,0.4755,0.4,0.1675,0.2684,0.6,
7,0.4,rf,unweighted,0.7946,0.1777,0.0193,0.0256,1.008,0.0,0.4004,0.4,0.1812,0.2779,0.6,
7,0.4,rf,weighted,0.7945,0.1816,0.0607,0.0615,1.021,-0.327,0.46,0.4,0.1753,0.2716,0.6,
7,0.4,hgb,unweighted,0.7851,0.1832,0.03,0.0328,0.796,-0.069,0.401,0.4,0.1783,0.2727,0.6,
7,0.4,hgb,weighted,0.7845,0.1879,0.0688,0.0688,0.796,-0.357,0.4623,0.4,0.1693,0.2742,0.6,
7,0.5,logreg,unweighted,0.7846,0.1897,0.0259,0.0297,0.989,-0.0,0.4999,0.5,0.2193,0.3825,0.6,
7,0.5,logreg,weighted,0.7846,0.1897,0.0259,0.0297,0.989,-0.0,0.4999,0.5,0.2193,0.3825,0.6,
7,0.5,rf,unweighted,0.784,0.189,0.0172,0.024,0.992,0.001,0.4998,0.5,0.2175,0.3852,0.6,
7,0.5,rf,weighted,0.7838,0.1891,0.0123,0.0177,0.991,-0.002,0.5004,0.5,0.2173,0.3843,0.6,
7,0.5,hgb,unweighted,0.7746,0.1945,0.034,0.034,0.783,-0.013,0.5019,0.5,0.2075,0.3812,0.6,
7,0.5,hgb,weighted,0.7746,0.1945,0.034,0.034,0.783,-0.013,0.5019,0.5,0.2075,0.3812,0.6,
8,0.05,logreg,unweighted,0.7918,0.045,0.0119,0.0159,0.964,-0.095,0.0502,0.05,0.0238,0.0009,0.21,
8,0.05,logreg,weighted,0.7913,0.1791,0.33,0.33,0.781,-2.903,0.38,0.05,0.0009,-0.1332,0.05,
8,0.05,rf,unweighted,0.7811,0.0442,0.0047,0.0081,0.862,-0.342,0.0507,0.05,0.023,0.0015,0.2,
8,0.05,rf,weighted,0.7721,0.0907,0.1773,0.1773,0.939,-2.0,0.2273,0.05,0.0058,-0.0639,0.05,
8,0.05,hgb,unweighted,0.7435,0.0474,0.0208,0.0222,0.531,-1.063,0.0459,0.05,0.0193,-0.0001,0.19,
8,0.05,hgb,weighted,0.7321,0.1053,0.1596,0.1606,0.474,-2.295,0.2096,0.05,0.0103,-0.0478,0.06,
8,0.1,logreg,unweighted,0.7786,0.0817,0.0201,0.0207,0.972,-0.051,0.0998,0.1,0.0421,0.0198,0.43,
8,0.1,logreg,weighted,0.7787,0.1883,0.3078,0.3078,0.835,-2.173,0.4078,0.1,0.003,-0.0914,0.1,
8,0.1,rf,unweighted,0.7828,0.0801,0.0085,0.0126,0.927,-0.124,0.0996,0.1,0.0451,0.0225,0.57,
8,0.1,rf,weighted,0.7759,0.1326,0.2016,0.2016,0.993,-1.605,0.3016,0.1,0.0131,-0.0378,0.12,
8,0.1,hgb,unweighted,0.7614,0.0847,0.0283,0.0285,0.645,-0.596,0.0962,0.1,0.0398,0.0189,0.3,
8,0.1,hgb,weighted,0.7525,0.1476,0.1983,0.1998,0.597,-1.786,0.2983,0.1,0.0212,-0.0337,0.13,
8,0.15,logreg,unweighted,0.7903,0.1083,0.0274,0.0306,0.99,-0.014,0.1498,0.15,0.0688,0.0557,0.49,
8,0.15,logreg,weighted,0.7902,0.1833,0.2631,0.2638,0.886,-1.714,0.4131,0.15,0.0137,-0.0259,0.16,
8,0.15,rf,unweighted,0.7888,0.1066,0.0119,0.0119,0.947,-0.077,0.1505,0.15,0.0675,0.0529,0.49,
8,0.15,rf,weighted,0.7869,0.1488,0.1864,0.1864,0.984,-1.316,0.3364,0.15,0.0299,0.0093,0.22,
8,0.15,hgb,unweighted,0.7668,0.1135,0.0293,0.0339,0.687,-0.41,0.1476,0.15,0.0619,0.049,0.43,
8,0.15,hgb,weighted,0.7629,0.1649,0.1873,0.1885,0.667,-1.433,0.3373,0.15,0.0397,0.0139,0.23,
8,0.2,logreg,unweighted,0.8,0.1282,0.0307,0.0351,0.99,-0.014,0.2002,0.2,0.0932,0.0932,0.6,
8,0.2,logreg,weighted,0.7999,0.1788,0.2214,0.2214,0.9,-1.372,0.4214,0.2,0.0319,0.0319,0.25,
8,0.2,rf,unweighted,0.79,0.1253,0.0145,0.0178,0.97,-0.035,0.2004,0.2,0.093,0.093,0.6,
8,0.2,rf,weighted,0.7887,0.1579,0.1666,0.1669,1.008,-1.079,0.3666,0.2,0.049,0.049,0.48,
8,0.2,hgb,unweighted,0.7776,0.1306,0.0277,0.0299,0.744,-0.267,0.1984,0.2,0.0894,0.0894,0.6,
8,0.2,hgb,weighted,0.7734,0.1697,0.169,0.1703,0.735,-1.177,0.369,0.2,0.0547,0.0547,0.34,
8,0.3,logreg,unweighted,0.7863,0.1649,0.0352,0.0396,0.994,-0.006,0.3001,0.3,0.1352,0.1727,0.6,
8,0.3,logreg,weighted,0.7863,0.1877,0.1531,0.1531,0.952,-0.842,0.4529,0.3,0.087,0.1466,0.6,
8,0.3,rf,unweighted,0.7862,0.1621,0.0112,0.0169,0.997,-0.004,0.3003,0.3,0.1367,0.1704,0.6,
8,0.3,rf,weighted,0.7855,0.1782,0.1209,0.1209,1.019,-0.681,0.4209,0.3,0.1076,0.1556,0.6,
8,0.3,hgb,unweighted,0.7698,0.1697,0.0318,0.0349,0.758,-0.167,0.3007,0.3,0.1274,0.1663,0.6,
8,0.3,hgb,weighted,0.7706,0.1878,0.1258,0.1271,0.753,-0.732,0.422,0.3,0.1057,0.159,0.58,
8,0.4,logreg,unweighted,0.7955,0.1792,0.0333,0.041,0.992,-0.003,0.4,0.4,0.1842,0.2738,0.6,
8,0.4,logreg,weighted,0.7955,0.1841,0.0746,0.0747,0.973,-0.403,0.4746,0.4,0.1713,0.267,0.6,
8,0.4,rf,unweighted,0.8006,0.175,0.019,0.0201,1.015,0.006,0.3998,0.4,0.1877,0.2788,0.6,
8,0.4,rf,weighted,0.8,0.1788,0.0592,0.0592,1.024,-0.328,0.4592,0.4,0.1767,0.2728,0.6,
8,0.4,hgb,unweighted,0.7913,0.1801,0.0269,0.0301,0.82,-0.056,0.3997,0.4,0.1788,0.2753,0.6,
8,0.4,hgb,weighted,0.7896,0.1848,0.0639,0.0639,0.809,-0.352,0.4604,0.4,0.1718,0.2733,0.6,
8,0.5,logreg,unweighted,0.7969,0.1839,0.0246,0.0314,0.994,-0.001,0.5002,0.5,0.2273,0.3832,0.6,
8,0.5,logreg,weighted,0.7969,0.1839,0.0246,0.0314,0.994,-0.001,0.5002,0.5,0.2273,0.3832,0.6,
8,0.5,rf,unweighted,0.8041,0.1791,0.0184,0.0237,1.039,0.008,0.499,0.5,0.236,0.3867,0.6,
8,0.5,rf,weighted,0.8037,0.1792,0.0194,0.0271,1.036,0.005,0.4994,0.5,0.2342,0.3869,0.6,
8,0.5,hgb,unweighted,0.7993,0.1819,0.0258,0.0286,0.831,-0.016,0.5013,0.5,0.2355,0.3847,0.6,
8,0.5,hgb,weighted,0.7993,0.1819,0.0258,0.0286,0.831,-0.016,0.5013,0.5,0.2355,0.3847,0.6,
9,0.05,logreg,unweighted,0.7824,0.0455,0.0081,0.0157,0.951,-0.129,0.0501,0.05,0.0222,0.0002,0.21,
9,0.05,logreg,weighted,0.7824,0.1824,0.3367,0.3367,0.743,-2.908,0.3867,0.05,0.0005,-0.1432,0.05,
9,0.05,rf,unweighted,0.7631,0.0444,0.0038,0.0108,0.823,-0.438,0.0504,0.05,0.0211,0.0025,0.21,
9,0.05,rf,weighted,0.7595,0.0922,0.1771,0.1771,0.868,-2.048,0.2271,0.05,0.0038,-0.0608,0.05,
9,0.05,hgb,unweighted,0.7395,0.0475,0.0183,0.0183,0.551,-1.043,0.0461,0.05,0.0177,0.0003,0.2,
9,0.05,hgb,weighted,0.7169,0.1093,0.1711,0.1714,0.464,-2.34,0.2211,0.05,0.0087,-0.0551,0.06,
9,0.1,logreg,unweighted,0.7724,0.0802,0.0197,0.0204,0.968,-0.061,0.1,0.1,0.0433,0.0239,0.41,
9,0.1,logreg,weighted,0.7733,0.1849,0.3065,0.3065,0.857,-2.173,0.4065,0.1,0.0033,-0.0941,0.1,
9,0.1,rf,unweighted,0.7683,0.0786,0.0091,0.0103,0.917,-0.152,0.1003,0.1,0.0424,0.0257,0.6,
9,0.1,rf,weighted,0.758,0.1299,0.2011,0.2011,0.955,-1.618,0.3011,0.1,0.0089,-0.0575,0.11,
9,0.1,hgb,unweighted,0.7384,0.0841,0.0275,0.0287,0.626,-0.64,0.0963,0.1,0.038,0.019,0.35,
9,0.1,hgb,weighted,0.7274,0.1446,0.1939,0.1972,0.577,-1.783,0.2939,0.1,0.0158,-0.0401,0.12,
9,0.15,logreg,unweighted,0.7752,0.1102,0.0225,0.0315,0.985,-0.021,0.1499,0.15,0.0671,0.0515,0.48,
9,0.15,logreg,weighted,0.7754,0.1892,0.2717,0.2717,0.903,-1.716,0.4217,0.15,0.0085,-0.037,0.15,
9,0.15,rf,unweighted,0.7753,0.1071,0.0121,0.0159,0.959,-0.064,0.1507,0.15,0.067,0.0573,0.49,
9,0.15,rf,weighted,0.775,0.151,0.193,0.1931,1.019,-1.316,0.343,0.15,0.0211,-0.0051,0.18,
9,0.15,hgb,unweighted,0.7567,0.1132,0.0283,0.0295,0.691,-0.417,0.1483,0.15,0.0614,0.0488,0.43,
9,0.15,hgb,weighted,0.7507,0.1659,0.1908,0.1941,0.668,-1.434,0.3408,0.15,0.0321,0.0033,0.2,
9,0.2,logreg,unweighted,0.7909,0.1298,0.0316,0.0333,0.985,-0.017,0.1999,0.2,0.0916,0.0916,0.6,
9,0.2,logreg,weighted,0.7906,0.1825,0.225,0.225,0.912,-1.37,0.425,0.2,0.0268,0.0268,0.23,
9,0.2,rf,unweighted,0.7913,0.1256,0.0124,0.0138,0.973,-0.033,0.2004,0.2,0.0943,0.0943,0.6,
9,0.2,rf,weighted,0.7897,0.1584,0.1684,0.1688,1.011,-1.083,0.3684,0.2,0.0496,0.0496,0.46,
9,0.2,hgb,unweighted,0.7707,0.1319,0.0264,0.0309,0.745,-0.266,0.1977,0.2,0.0897,0.0897,0.58,
9,0.2,hgb,weighted,0.7709,0.1696,0.1696,0.1725,0.742,-1.17,0.3696,0.2,0.051,0.051,0.37,
9,0.3,logreg,unweighted,0.7924,0.1636,0.0427,0.0495,0.984,-0.013,0.3002,0.3,0.138,0.1742,0.6,
9,0.3,logreg,weighted,0.7924,0.1851,0.1508,0.1514,0.933,-0.841,0.4508,0.3,0.0924,0.1465,0.6,
9,0.3,rf,unweighted,0.7937,0.1587,0.0181,0.0223,1.009,0.005,0.3002,0.3,0.1401,0.1745,0.6,
9,0.3,rf,weighted,0.7932,0.1744,0.1173,0.1173,1.029,-0.673,0.4173,0.3,0.1114,0.1582,0.6,
9,0.3,hgb,unweighted,0.7837,0.1642,0.0272,0.0328,0.787,-0.129,0.2984,0.3,0.134,0.1715,0.6,
9,0.3,hgb,weighted,0.7852,0.1806,0.1218,0.1218,0.784,-0.717,0.417,0.3,0.1106,0.1633,0.6,
9,0.4,logreg,unweighted,0.7913,0.1808,0.0312,0.0354,0.992,-0.003,0.4,0.4,0.1782,0.2732,0.6,
9,0.4,logreg,weighted,0.7912,0.1861,0.0756,0.0762,0.978,-0.402,0.4753,0.4,0.1663,0.2648,0.6,
9,0.4,rf,unweighted,0.8004,0.1754,0.0215,0.0217,1.018,0.01,0.3994,0.4,0.1879,0.2792,0.6,
9,0.4,rf,weighted,0.8006,0.1788,0.0611,0.0624,1.035,-0.321,0.4587,0.4,0.1829,0.2727,0.6,
9,0.4,hgb,unweighted,0.7894,0.1811,0.0283,0.0316,0.79,-0.067,0.3992,0.4,0.1826,0.2744,0.6,
9,0.4,hgb,weighted,0.7905,0.1845,0.0672,0.0677,0.798,-0.353,0.4598,0.4,0.1767,0.272,0.6,
