rep,target_prevalence,algo,arm,auroc,brier,ece10,ece20,calib_slope,calib_intercept,mean_predicted,observed_rate,nb_at_prevalence,nb_at_0.20,nb_positive_up_to,alpha_used
9,0.5,logreg,unweighted,0.7897,0.1873,0.0364,0.0377,0.992,-0.001,0.5,0.5,0.2315,0.3828,0.6,
9,0.5,logreg,weighted,0.7897,0.1873,0.0364,0.0377,0.992,-0.001,0.5,0.5,0.2315,0.3828,0.6,
9,0.5,rf,unweighted,0.7919,0.185,0.0155,0.0214,1.009,0.005,0.4991,0.5,0.227,0.3819,0.6,
9,0.5,rf,weighted,0.792,0.1849,0.0115,0.014,1.01,0.005,0.4992,0.5,0.2268,0.3827,0.6,
9,0.5,hgb,unweighted,0.7839,0.1893,0.032,0.0379,0.799,-0.005,0.4995,0.5,0.2235,0.3785,0.6,
9,0.5,hgb,weighted,0.7839,0.1893,0.032,0.0379,0.799,-0.005,0.4995,0.5,0.2235,0.3785,0.6,
0,0.05,logreg,weighted + prior_full,0.7931,0.0454,0.0102,0.0127,0.814,-0.516,0.0527,0.05,0.0225,0.0045,0.24,
0,0.05,logreg,weighted + Platt,0.7924,0.0446,0.0104,0.014,1.0,-0.002,0.05,0.05,0.0225,0.0017,0.29,
0,0.05,logreg,weighted + isotonic,0.7792,0.0437,0.0014,0.0059,0.874,-0.31,0.0503,0.05,0.0215,0.0045,0.28,
0,0.05,logreg,weighted + prior_fitted,0.7931,0.0455,0.0097,0.0126,0.813,-0.546,0.0542,0.05,0.0224,0.0044,0.23,0.9881
0,0.05,rf,weighted + prior_full,0.7754,0.0456,0.0293,0.0294,0.959,0.833,0.0207,0.05,0.0178,0.0001,0.23,
0,0.05,rf,weighted + Platt,0.7741,0.0437,0.0057,0.0066,0.997,-0.005,0.0499,0.05,0.0214,0.0046,0.4,
0,0.05,rf,weighted + isotonic,0.7597,0.0441,0.0031,0.005,0.849,-0.381,0.0502,0.05,0.0205,0.0036,0.26,
0,0.05,rf,weighted + prior_fitted,0.7754,0.0437,0.0084,0.0084,0.96,0.075,0.0427,0.05,0.0209,0.0037,0.4,0.7313
0,0.05,hgb,weighted + prior_full,0.7629,0.0457,0.0281,0.0285,0.54,-0.647,0.0268,0.05,0.0177,0.0007,0.22,
0,0.05,hgb,weighted + Platt,0.7623,0.0447,0.0073,0.0077,0.996,-0.011,0.05,0.05,0.0188,0.0007,0.41,
0,0.05,hgb,weighted + isotonic,0.748,0.0454,0.0021,0.0067,0.644,-0.946,0.0503,0.05,0.0196,0.0016,0.22,
0,0.05,hgb,weighted + prior_fitted,0.7629,0.0462,0.02,0.0202,0.541,-0.965,0.0433,0.05,0.0194,0.0014,0.23,0.7997
0,0.1,logreg,weighted + prior_full,0.7993,0.0804,0.0164,0.0166,0.834,-0.337,0.1026,0.1,0.0464,0.0258,0.41,
0,0.1,logreg,weighted + Platt,0.799,0.0796,0.0243,0.0243,1.0,-0.001,0.1,0.1,0.0467,0.0231,0.39,
0,0.1,logreg,weighted + isotonic,0.7938,0.078,0.006,0.0098,0.931,-0.117,0.0999,0.1,0.0468,0.0232,0.39,
0,0.1,logreg,weighted + prior_fitted,0.7993,0.0804,0.0186,0.0188,0.834,-0.36,0.1047,0.1,0.047,0.0262,0.41,0.9874
0,0.1,rf,weighted + prior_full,0.804,0.0812,0.0413,0.0413,1.01,0.657,0.0597,0.1,0.0441,0.0174,0.33,
0,0.1,rf,weighted + Platt,0.8036,0.0779,0.0132,0.0174,0.999,0.0,0.0999,0.1,0.0499,0.0275,0.35,
0,0.1,rf,weighted + isotonic,0.7962,0.0775,0.0037,0.0105,0.934,-0.111,0.0999,0.1,0.0491,0.029,0.34,
0,0.1,rf,weighted + prior_fitted,0.804,0.0779,0.0151,0.0177,1.01,-0.055,0.1057,0.1,0.0493,0.0284,0.36,0.6793
0,0.1,hgb,weighted + prior_full,0.7669,0.0834,0.0387,0.0387,0.6,-0.423,0.0734,0.1,0.0394,0.0172,0.35,
0,0.1,hgb,weighted + Platt,0.7662,0.0814,0.0124,0.018,0.998,-0.003,0.0999,0.1,0.0425,0.0182,0.34,
0,0.1,hgb,weighted + isotonic,0.7626,0.0807,0.0049,0.0084,0.927,-0.133,0.1001,0.1,0.0432,0.0179,0.34,
0,0.1,hgb,weighted + prior_fitted,0.7669,0.0845,0.0283,0.0314,0.6,-0.716,0.1041,0.1,0.0437,0.0192,0.33,0.7776
0,0.15,logreg,weighted + prior_full,0.7865,0.1107,0.0254,0.0254,0.867,-0.216,0.1522,0.15,0.0662,0.0526,0.49,
0,0.15,logreg,weighted + Platt,0.7861,0.1103,0.026,0.0302,1.0,-0.001,0.15,0.15,0.0667,0.0519,0.49,
0,0.15,logreg,weighted + isotonic,0.7802,0.1081,0.0088,0.0104,0.937,-0.087,0.1501,0.15,0.0645,0.0505,0.46,
0,0.15,logreg,weighted + prior_fitted,0.7865,0.1107,0.0244,0.0244,0.867,-0.236,0.1545,0.15,0.0663,0.053,0.49,0.9871
0,0.15,rf,weighted + prior_full,0.7866,0.109,0.0406,0.0406,1.029,0.475,0.1094,0.15,0.0639,0.052,0.59,
0,0.15,rf,weighted + Platt,0.7861,0.1061,0.0088,0.015,0.999,-0.001,0.15,0.15,0.0671,0.0546,0.55,
0,0.15,rf,weighted + isotonic,0.7789,0.1068,0.0091,0.0118,0.925,-0.104,0.15,0.15,0.0671,0.0527,0.6,
0,0.15,rf,weighted + prior_fitted,0.7866,0.1063,0.0191,0.0221,1.029,-0.097,0.1649,0.15,0.0651,0.055,0.55,0.6792
0,0.15,hgb,weighted + prior_full,0.7581,0.1116,0.0393,0.0401,0.683,-0.241,0.1242,0.15,0.0617,0.0487,0.46,
0,0.15,hgb,weighted + Platt,0.7577,0.1106,0.0244,0.0272,0.998,-0.003,0.15,0.15,0.0574,0.0509,0.6,
0,0.15,hgb,weighted + isotonic,0.7523,0.1099,0.0053,0.0138,0.862,-0.206,0.1505,0.15,0.0615,0.05,0.6,
0,0.15,hgb,weighted + prior_fitted,0.7581,0.1125,0.0333,0.0376,0.683,-0.508,0.161,0.15,0.0591,0.0499,0.46,0.7755
0,0.2,logreg,weighted + prior_full,0.7857,0.1334,0.0328,0.0402,0.892,-0.138,0.2011,0.2,0.0906,0.0906,0.54,
0,0.2,logreg,weighted + Platt,0.7856,0.1334,0.0392,0.042,0.999,-0.002,0.2001,0.2,0.0903,0.0903,0.55,
0,0.2,logreg,weighted + isotonic,0.7812,0.1293,0.0088,0.0143,0.955,-0.047,0.1997,0.2,0.0882,0.0882,0.53,
0,0.2,logreg,weighted + prior_fitted,0.7857,0.1334,0.0332,0.0392,0.892,-0.155,0.2033,0.2,0.0903,0.0903,0.54,0.9872
0,0.2,rf,weighted + prior_full,0.7861,0.131,0.0386,0.0386,1.011,0.315,0.1635,0.2,0.0914,0.0914,0.57,
0,0.2,rf,weighted + Platt,0.786,0.1289,0.0169,0.0175,1.0,0.0,0.2,0.2,0.092,0.092,0.57,
0,0.2,rf,weighted + isotonic,0.7819,0.1288,0.0074,0.0101,0.922,-0.082,0.1995,0.2,0.092,0.092,0.56,
0,0.2,rf,weighted + prior_fitted,0.7861,0.1292,0.0235,0.0254,1.01,-0.129,0.2186,0.2,0.091,0.091,0.56,0.6832
0,0.2,hgb,weighted + prior_full,0.7709,0.1341,0.0397,0.0413,0.719,-0.156,0.1777,0.2,0.0888,0.0888,0.53,
0,0.2,hgb,weighted + Platt,0.7707,0.1331,0.0356,0.039,1.0,0.0,0.1999,0.2,0.0867,0.0867,0.51,
0,0.2,hgb,weighted + isotonic,0.7664,0.1309,0.0071,0.0108,0.956,-0.046,0.1996,0.2,0.0902,0.0902,0.53,
0,0.2,hgb,weighted + prior_fitted,0.7709,0.1347,0.0408,0.0431,0.719,-0.378,0.2136,0.2,0.0874,0.0874,0.54,0.7776
0,0.3,logreg,weighted + prior_full,0.7961,0.1607,0.0341,0.0416,0.947,-0.038,0.2996,0.3,0.14,0.1765,0.6,
0,0.3,logreg,weighted + Platt,0.7958,0.1611,0.0387,0.041,0.994,-0.005,0.3001,0.3,0.1399,0.1767,0.6,
0,0.3,logreg,weighted + isotonic,0.7914,0.159,0.0118,0.0214,0.947,-0.036,0.3002,0.3,0.1414,0.1744,0.6,
0,0.3,logreg,weighted + prior_fitted,0.7961,0.1607,0.0347,0.0405,0.947,-0.048,0.3013,0.3,0.1402,0.1769,0.6,0.9874
0,0.3,rf,weighted + prior_full,0.8025,0.1565,0.0295,0.0321,1.016,0.184,0.2738,0.3,0.1445,0.1766,0.6,
0,0.3,rf,weighted + Platt,0.8022,0.1557,0.025,0.0281,0.997,-0.003,0.3001,0.3,0.1454,0.1766,0.6,
0,0.3,rf,weighted + isotonic,0.7967,0.1557,0.0113,0.019,0.944,-0.039,0.3003,0.3,0.1429,0.1744,0.6,
0,0.3,rf,weighted + prior_fitted,0.8025,0.1556,0.029,0.0305,1.016,-0.086,0.3151,0.3,0.1435,0.1768,0.6,0.6865
0,0.3,hgb,weighted + prior_full,0.7894,0.1618,0.0407,0.0417,0.772,-0.07,0.2856,0.3,0.1372,0.1704,0.6,
0,0.3,hgb,weighted + Platt,0.789,0.1612,0.0265,0.033,0.994,-0.005,0.3002,0.3,0.1385,0.1713,0.6,
0,0.3,hgb,weighted + isotonic,0.7855,0.1598,0.0127,0.0167,0.948,-0.034,0.2998,0.3,0.1364,0.1713,0.6,
0,0.3,hgb,weighted + prior_fitted,0.7894,0.162,0.0397,0.0427,0.772,-0.214,0.3122,0.3,0.1381,0.1703,0.6,0.78
0,0.4,logreg,weighted + prior_full,0.7811,0.1854,0.0264,0.0307,0.967,-0.012,0.3998,0.4,0.1723,0.2735,0.6,
0,0.4,logreg,weighted + Platt,0.7808,0.1857,0.0279,0.0319,0.996,-0.002,0.4,0.4,0.173,0.2728,0.6,
0,0.4,logreg,weighted + isotonic,0.7781,0.1845,0.0088,0.0181,0.939,-0.021,0.4003,0.4,0.1737,0.2731,0.6,
0,0.4,logreg,weighted + prior_fitted,0.7811,0.1854,0.0254,0.0314,0.967,-0.017,0.4008,0.4,0.173,0.2733,0.6,0.9871
0,0.4,rf,weighted + prior_full,0.788,0.1814,0.0205,0.0237,1.019,0.089,0.3853,0.4,0.1802,0.274,0.6,
0,0.4,rf,weighted + Platt,0.7877,0.1812,0.0121,0.0177,0.998,-0.001,0.4,0.4,0.1804,0.2738,0.6,
0,0.4,rf,weighted + isotonic,0.7836,0.182,0.0103,0.0198,0.946,-0.018,0.4002,0.4,0.1793,0.2731,0.6,
0,0.4,rf,weighted + prior_fitted,0.788,0.1812,0.0149,0.018,1.02,-0.044,0.409,0.4,0.178,0.2742,0.6,0.6797
0,0.4,hgb,weighted + prior_full,0.7695,0.1901,0.0335,0.0368,0.754,-0.041,0.3917,0.4,0.1677,0.269,0.6,
0,0.4,hgb,weighted + Platt,0.7692,0.189,0.0234,0.0332,0.997,-0.0,0.3999,0.4,0.1682,0.2679,0.6,
0,0.4,hgb,weighted + isotonic,0.7637,0.1891,0.0132,0.0215,0.914,-0.028,0.4,0.4,0.1662,0.2702,0.6,
0,0.4,hgb,weighted + prior_fitted,0.7695,0.1901,0.0354,0.0374,0.754,-0.109,0.4069,0.4,0.1684,0.2702,0.6,0.7758
0,0.5,logreg,weighted + prior_full,0.7941,0.185,0.0273,0.0295,0.993,-0.001,0.5,0.5,0.2308,0.3828,0.6,
0,0.5,logreg,weighted + Platt,0.7936,0.1853,0.0288,0.0302,0.996,-0.0,0.5,0.5,0.231,0.3823,0.6,
0,0.5,logreg,weighted + isotonic,0.7898,0.185,0.0098,0.0185,0.948,-0.004,0.5003,0.5,0.2317,0.3825,0.6,
0,0.5,logreg,weighted + prior_fitted,0.7941,0.185,0.0273,0.0295,0.993,-0.001,0.5,0.5,0.2308,0.3828,0.6,0.9865
0,0.5,rf,weighted + prior_full,0.7968,0.1824,0.012,0.017,1.007,-0.0,0.5001,0.5,0.2338,0.3861,0.6,
0,0.5,rf,weighted + Platt,0.7961,0.1826,0.0132,0.0184,0.996,0.0,0.4999,0.5,0.2337,0.3864,0.6,
0,0.5,rf,weighted + isotonic,0.7921,0.1832,0.0147,0.021,0.931,-0.001,0.4999,0.5,0.2332,0.3872,0.6,
0,0.5,rf,weighted + prior_fitted,0.7968,0.1824,0.012,0.017,1.007,-0.0,0.5001,0.5,0.2338,0.3861,0.6,0.6574
0,0.5,hgb,weighted + prior_full,0.7822,0.1899,0.0342,0.0346,0.775,-0.016,0.5014,0.5,0.2197,0.3819,0.6,
0,0.5,hgb,weighted + Platt,0.7818,0.1892,0.0195,0.0247,0.996,-0.0,0.5,0.5,0.22,0.3834,0.6,
0,0.5,hgb,weighted + isotonic,0.7776,0.1894,0.009,0.0195,0.919,-0.002,0.4997,0.5,0.2162,0.3841,0.6,
0,0.5,hgb,weighted + prior_fitted,0.7822,0.1899,0.0342,0.0346,0.775,-0.016,0.5014,0.5,0.2197,0.3819,0.6,0.763
1,0.05,logreg,weighted + prior_full,0.7919,0.0471,0.0115,0.0131,0.736,-0.739,0.0544,0.05,0.0231,0.0022,0.23,
1,0.05,logreg,weighted + Platt,0.7903,0.0455,0.0115,0.0185,0.979,-0.061,0.0502,0.05,0.0233,-0.0002,0.19,
1,0.05,logreg,weighted + isotonic,0.7799,0.044,0.0036,0.0055,0.868,-0.322,0.0501,0.05,0.0219,0.0007,0.21,
1,0.05,logreg,weighted + prior_fitted,0.7919,0.0472,0.0116,0.0133,0.737,-0.764,0.0559,0.05,0.0229,0.0017,0.23,0.9881
1,0.05,rf,weighted + prior_full,0.78,0.0462,0.0301,0.0302,0.936,0.78,0.02,0.05,0.0154,0.0005,0.2,
1,0.05,rf,weighted + Platt,0.7791,0.0444,0.002,0.0064,0.998,-0.005,0.05,0.05,0.0221,0.002,0.37,
1,0.05,rf,weighted + isotonic,0.768,0.0446,0.0029,0.0055,0.826,-0.437,0.0501,0.05,0.0227,0.0021,0.38,
1,0.05,rf,weighted + prior_fitted,0.78,0.0445,0.0092,0.0101,0.936,0.042,0.0414,0.05,0.0205,0.0015,0.36,0.7313
1,0.05,hgb,weighted + prior_full,0.7439,0.0465,0.0286,0.029,0.49,-0.812,0.0261,0.05,0.0145,0.0005,0.6,
1,0.05,hgb,weighted + Platt,0.7428,0.0453,0.0012,0.0031,0.993,-0.017,0.05,0.05,0.0171,0.0007,0.37,
1,0.05,hgb,weighted + isotonic,0.7289,0.0455,0.0023,0.0072,0.846,-0.401,0.0501,0.05,0.0156,0.001,0.49,
1,0.05,hgb,weighted + prior_fitted,0.7439,0.0472,0.0244,0.025,0.49,-1.101,0.0424,0.05,0.0166,0.0,0.2,0.7997
1,0.1,logreg,weighted + prior_full,0.7731,0.0819,0.0154,0.016,0.863,-0.282,0.1019,0.1,0.0413,0.0179,0.42,
1,0.1,logreg,weighted + Platt,0.7726,0.0814,0.0184,0.0196,0.998,-0.004,0.1,0.1,0.0413,0.0164,0.39,
1,0.1,logreg,weighted + isotonic,0.7636,0.0807,0.006,0.0081,0.888,-0.205,0.1001,0.1,0.0406,0.0211,0.4,
1,0.1,logreg,weighted + prior_fitted,0.7731,0.0819,0.0153,0.0159,0.864,-0.303,0.1041,0.1,0.0416,0.0183,0.42,0.9874
1,0.1,rf,weighted + prior_full,0.7701,0.0837,0.0396,0.0402,0.945,0.465,0.0607,0.1,0.0383,0.0095,0.39,
1,0.1,rf,weighted + Platt,0.7691,0.0813,0.0108,0.0159,0.995,-0.008,0.0999,0.1,0.0425,0.0204,0.47,
1,0.1,rf,weighted + isotonic,0.7605,0.0809,0.0039,0.0088,0.917,-0.152,0.1,0.1,0.0424,0.0207,0.46,
1,0.1,rf,weighted + prior_fitted,0.7701,0.0814,0.015,0.0168,0.945,-0.201,0.1088,0.1,0.0415,0.0215,0.33,0.6793
1,0.1,hgb,weighted + prior_full,0.7457,0.0842,0.0386,0.0386,0.576,-0.51,0.0739,0.1,0.0372,0.0138,0.3,
1,0.1,hgb,weighted + Platt,0.7439,0.0826,0.0076,0.0187,0.985,-0.027,0.0999,0.1,0.0367,0.0145,0.53,
1,0.1,hgb,weighted + isotonic,0.7371,0.0827,0.0065,0.0075,0.901,-0.185,0.0998,0.1,0.0389,0.0153,0.38,
1,0.1,hgb,weighted + prior_fitted,0.7457,0.0856,0.0289,0.0314,0.576,-0.791,0.106,0.1,0.0384,0.0155,0.3,0.7776
1,0.15,logreg,weighted + prior_full,0.8008,0.1072,0.0225,0.0242,0.862,-0.216,0.1514,0.15,0.0707,0.0589,0.5,
1,0.15,logreg,weighted + Platt,0.8004,0.1071,0.0305,0.0327,0.996,-0.007,0.1501,0.15,0.0711,0.059,0.49,
1,0.15,logreg,weighted + isotonic,0.7946,0.1044,0.005,0.0096,0.939,-0.081,0.15,0.15,0.0694,0.0585,0.51,
1,0.15,logreg,weighted + prior_fitted,0.8008,0.1072,0.0226,0.0249,0.862,-0.235,0.1536,0.15,0.0711,0.0589,0.5,0.9871
1,0.15,rf,weighted + prior_full,0.7955,0.1062,0.0414,0.0414,1.024,0.469,0.1101,0.15,0.07,0.0597,0.6,
1,0.15,rf,weighted + Platt,0.7952,0.1033,0.0143,0.0238,0.999,-0.003,0.1501,0.15,0.0725,0.0607,0.51,
1,0.15,rf,weighted + isotonic,0.7894,0.103,0.0071,0.0131,0.936,-0.089,0.1501,0.15,0.0733,0.0615,0.49,
1,0.15,rf,weighted + prior_fitted,0.7955,0.1034,0.0217,0.0236,1.023,-0.1,0.164,0.15,0.0709,0.0607,0.52,0.6792
1,0.15,hgb,weighted + prior_full,0.7726,0.1071,0.032,0.0325,0.708,-0.205,0.1265,0.15,0.0668,0.0568,0.54,
1,0.15,hgb,weighted + Platt,0.7722,0.1064,0.0228,0.0245,0.997,-0.005,0.15,0.15,0.0656,0.0565,0.54,
1,0.15,hgb,weighted + isotonic,0.7686,0.106,0.0057,0.0111,0.954,-0.065,0.1499,0.15,0.0662,0.0573,0.52,
1,0.15,hgb,weighted + prior_fitted,0.7726,0.108,0.034,0.035,0.708,-0.481,0.1619,0.15,0.0651,0.0561,0.53,0.7755
1,0.2,logreg,weighted + prior_full,0.7754,0.1344,0.0245,0.0308,0.898,-0.132,0.201,0.2,0.0857,0.0857,0.57,
1,0.2,logreg,weighted + Platt,0.7752,0.1343,0.0309,0.0328,1.001,0.001,0.2,0.2,0.0854,0.0854,0.57,
1,0.2,logreg,weighted + isotonic,0.7685,0.1328,0.0102,0.0177,0.943,-0.062,0.1998,0.2,0.0822,0.0822,0.54,
1,0.2,logreg,weighted + prior_fitted,0.7754,0.1344,0.0236,0.0299,0.898,-0.148,0.2033,0.2,0.085,0.085,0.57,0.9872
1,0.2,rf,weighted + prior_full,0.7747,0.1346,0.0411,0.0411,1.006,0.324,0.161,0.2,0.0842,0.0842,0.57,
1,0.2,rf,weighted + Platt,0.7746,0.1323,0.0181,0.0208,1.0,0.001,0.2,0.2,0.0822,0.0822,0.57,
1,0.2,rf,weighted + isotonic,0.7704,0.1324,0.0079,0.0116,0.896,-0.111,0.1994,0.2,0.0835,0.0835,0.57,
1,0.2,rf,weighted + prior_fitted,0.7747,0.1326,0.0249,0.0265,1.006,-0.117,0.2168,0.2,0.0835,0.0835,0.54,0.6832
1,0.2,hgb,weighted + prior_full,0.7498,0.14,0.042,0.043,0.662,-0.236,0.176,0.2,0.0779,0.0779,0.53,
1,0.2,hgb,weighted + Platt,0.7497,0.1381,0.0229,0.0233,1.0,0.0,0.2,0.2,0.078,0.078,0.54,
1,0.2,hgb,weighted + isotonic,0.7445,0.1374,0.0069,0.013,0.944,-0.064,0.1999,0.2,0.0799,0.0799,0.54,
1,0.2,hgb,weighted + prior_fitted,0.7498,0.1409,0.037,0.0375,0.662,-0.44,0.2123,0.2,0.0787,0.0787,0.51,0.7776
1,0.3,logreg,weighted + prior_full,0.7722,0.167,0.0244,0.0301,0.96,-0.028,0.2996,0.3,0.1271,0.1673,0.6,
1,0.3,logreg,weighted + Platt,0.7717,0.1673,0.0252,0.0312,0.993,-0.006,0.3002,0.3,0.1263,0.1658,0.6,
1,0.3,logreg,weighted + isotonic,0.768,0.1667,0.01,0.0135,0.94,-0.043,0.3001,0.3,0.126,0.1668,0.6,
1,0.3,logreg,weighted + prior_fitted,0.7722,0.167,0.0224,0.03,0.96,-0.039,0.3013,0.3,0.1266,0.1668,0.6,0.9874
1,0.3,rf,weighted + prior_full,0.7705,0.1669,0.029,0.0317,0.995,0.164,0.2728,0.3,0.1291,0.1635,0.6,
1,0.3,rf,weighted + Platt,0.7697,0.1662,0.0129,0.0191,0.994,-0.005,0.3001,0.3,0.1277,0.1634,0.6,
1,0.3,rf,weighted + isotonic,0.7661,0.1662,0.0104,0.0175,0.916,-0.062,0.3003,0.3,0.1306,0.1618,0.6,
1,0.3,rf,weighted + prior_fitted,0.7705,0.1663,0.0232,0.0277,0.996,-0.1,0.3164,0.3,0.1252,0.1639,0.6,0.6865
1,0.3,hgb,weighted + prior_full,0.7524,0.1729,0.0387,0.0429,0.743,-0.114,0.2868,0.3,0.1192,0.154,0.6,
1,0.3,hgb,weighted + Platt,0.7518,0.172,0.0234,0.027,0.991,-0.007,0.3001,0.3,0.118,0.1555,0.6,
1,0.3,hgb,weighted + isotonic,0.7482,0.1716,0.0097,0.0131,0.896,-0.078,0.3003,0.3,0.1198,0.1561,0.6,
1,0.3,hgb,weighted + prior_fitted,0.7524,0.1736,0.0413,0.0438,0.743,-0.253,0.3154,0.3,0.1165,0.1575,0.6,0.78
1,0.4,logreg,weighted + prior_full,0.7821,0.1855,0.0332,0.0372,0.97,-0.009,0.3994,0.4,0.1744,0.2708,0.6,
1,0.4,logreg,weighted + Platt,0.782,0.1857,0.0357,0.0382,1.0,0.0,0.4,0.4,0.1739,0.2713,0.6,
1,0.4,logreg,weighted + isotonic,0.7777,0.1842,0.0122,0.0131,0.945,-0.015,0.3995,0.4,0.1734,0.2679,0.6,
1,0.4,logreg,weighted + prior_fitted,0.7821,0.1855,0.0331,0.0374,0.97,-0.014,0.4004,0.4,0.1733,0.2711,0.6,0.9871
1,0.4,rf,weighted + prior_full,0.7894,0.1802,0.019,0.0228,1.018,0.089,0.3853,0.4,0.1798,0.2729,0.6,
1,0.4,rf,weighted + Platt,0.7892,0.18,0.013,0.0213,1.0,0.0,0.4,0.4,0.1807,0.273,0.6,
1,0.4,rf,weighted + isotonic,0.7853,0.1804,0.0097,0.0185,0.96,-0.015,0.4003,0.4,0.1794,0.275,0.6,
1,0.4,rf,weighted + prior_fitted,0.7894,0.18,0.0166,0.0184,1.018,-0.043,0.4089,0.4,0.1804,0.2732,0.6,0.6797
1,0.4,hgb,weighted + prior_full,0.7805,0.1847,0.0295,0.0311,0.81,-0.029,0.3932,0.4,0.1764,0.2702,0.6,
1,0.4,hgb,weighted + Platt,0.7803,0.1842,0.0205,0.0331,0.999,-0.001,0.4,0.4,0.1758,0.2696,0.6,
1,0.4,hgb,weighted + isotonic,0.7775,0.1839,0.0052,0.0108,0.954,-0.015,0.3999,0.4,0.175,0.2698,0.6,
1,0.4,hgb,weighted + prior_fitted,0.7805,0.1847,0.0234,0.0283,0.81,-0.103,0.4085,0.4,0.1767,0.2701,0.6,0.7758
1,0.5,logreg,weighted + prior_full,0.7862,0.1891,0.027,0.0301,0.994,0.0,0.4999,0.5,0.2187,0.3836,0.6,
1,0.5,logreg,weighted + Platt,0.7861,0.1892,0.0283,0.0312,1.0,-0.0,0.5,0.5,0.218,0.3839,0.6,
1,0.5,logreg,weighted + isotonic,0.7826,0.1894,0.0106,0.0149,0.945,-0.001,0.5001,0.5,0.2142,0.3858,0.6,
1,0.5,logreg,weighted + prior_fitted,0.7862,0.1891,0.027,0.0301,0.994,0.0,0.4999,0.5,0.2187,0.3836,0.6,0.9865
1,0.5,rf,weighted + prior_full,0.7875,0.1869,0.0097,0.0237,1.003,0.004,0.4992,0.5,0.2207,0.3853,0.6,
1,0.5,rf,weighted + Platt,0.7871,0.187,0.0137,0.0236,0.998,-0.0,0.5,0.5,0.2203,0.3856,0.6,
1,0.5,rf,weighted + isotonic,0.784,0.1871,0.0122,0.017,0.95,-0.002,0.5002,0.5,0.2247,0.3836,0.6,
1,0.5,rf,weighted + prior_fitted,0.7875,0.1869,0.0097,0.0237,1.003,0.004,0.4992,0.5,0.2207,0.3853,0.6,0.6574
1,0.5,hgb,weighted + prior_full,0.7748,0.1937,0.0371,0.0432,0.774,-0.005,0.5005,0.5,0.2155,0.3801,0.6,
1,0.5,hgb,weighted + Platt,0.7744,0.193,0.0218,0.0303,0.997,-0.0,0.5,0.5,0.2148,0.3838,0.6,
1,0.5,hgb,weighted + isotonic,0.7708,0.1928,0.0092,0.0176,0.952,-0.0,0.4999,0.5,0.2153,0.3836,0.6,
1,0.5,hgb,weighted + prior_fitted,0.7748,0.1937,0.0371,0.0432,0.774,-0.005,0.5005,0.5,0.2155,0.3801,0.6,0.763
2,0.05,logreg,weighted + prior_full,0.764,0.0462,0.009,0.0132,0.8,-0.552,0.0521,0.05,0.0223,0.0019,0.24,
2,0.05,logreg,weighted + Platt,0.7624,0.0455,0.0107,0.0151,0.99,-0.028,0.05,0.05,0.0216,0.002,0.22,
2,0.05,logreg,weighted + isotonic,0.7557,0.0441,0.0031,0.0074,0.899,-0.246,0.05,0.05,0.0224,0.0036,0.22,
2,0.05,logreg,weighted + prior_fitted,0.764,0.0463,0.0104,0.0124,0.799,-0.582,0.0536,0.05,0.0221,0.0023,0.24,0.9881
2,0.05,rf,weighted + prior_full,0.7531,0.0461,0.0298,0.0298,0.993,0.947,0.0206,0.05,0.0182,-0.0002,0.17,
2,0.05,rf,weighted + Platt,0.7515,0.0442,0.0094,0.0106,0.998,-0.005,0.05,0.05,0.0205,0.0017,0.26,
2,0.05,rf,weighted + isotonic,0.7397,0.0438,0.0017,0.0056,0.885,-0.289,0.0502,0.05,0.0198,0.0033,0.24,
2,0.05,rf,weighted + prior_fitted,0.7531,0.0443,0.0085,0.0085,0.993,0.16,0.0427,0.05,0.021,0.0025,0.25,0.7313
2,0.05,hgb,weighted + prior_full,0.7035,0.0464,0.0276,0.0278,0.455,-0.99,0.0268,0.05,0.0153,0.001,0.22,
2,0.05,hgb,weighted + Platt,0.703,0.0455,0.0091,0.0126,0.997,-0.008,0.05,0.05,0.0131,-0.0,0.19,
2,0.05,hgb,weighted + isotonic,0.686,0.0455,0.0016,0.0079,0.848,-0.4,0.0499,0.05,0.0139,0.0012,0.22,
2,0.05,hgb,weighted + prior_fitted,0.7035,0.0471,0.0217,0.0233,0.455,-1.258,0.0436,0.05,0.0161,-0.0001,0.19,0.7997
2,0.1,logreg,weighted + prior_full,0.7994,0.0798,0.0178,0.0181,0.843,-0.319,0.1025,0.1,0.0471,0.0245,0.42,
2,0.1,logreg,weighted + Platt,0.7989,0.0792,0.0211,0.0214,1.0,0.0,0.1,0.1,0.0467,0.0232,0.43,
2,0.1,logreg,weighted + isotonic,0.7921,0.0778,0.0048,0.0069,0.91,-0.159,0.1002,0.1,0.0456,0.0262,0.42,
2,0.1,logreg,weighted + prior_fitted,0.7994,0.0798,0.0185,0.0185,0.843,-0.342,0.1045,0.1,0.047,0.0245,0.43,0.9874
2,0.1,rf,weighted + prior_full,0.7982,0.0811,0.0387,0.0387,1.024,0.653,0.0613,0.1,0.0431,0.016,0.47,
2,0.1,rf,weighted + Platt,0.7973,0.0782,0.0081,0.0116,0.994,-0.011,0.1,0.1,0.0455,0.0257,0.45,
2,0.1,rf,weighted + isotonic,0.7917,0.0783,0.0044,0.011,0.904,-0.167,0.0999,0.1,0.045,0.0258,0.42,
2,0.1,rf,weighted + prior_fitted,0.7982,0.0782,0.0132,0.0143,1.023,-0.069,0.1087,0.1,0.0449,0.0252,0.6,0.6793
