rep,target_prevalence,actual_prevalence,n,algo,arm,auroc,brier,ece10,ece20,calib_slope,calib_intercept,mean_predicted,observed_rate,nb_at_prevalence,nb_at_0.20,nb_positive_up_to
2,0.05,0.05,6000,hgb,weighted + Platt,0.703,0.0455,0.0091,0.0126,0.997,-0.008,0.05,0.05,0.0131,-0.0,0.19
2,0.05,0.05,6000,hgb,weighted + isotonic,0.686,0.0455,0.0016,0.0079,0.848,-0.4,0.0499,0.05,0.0139,0.0012,0.22
2,0.1,0.1,6000,logreg,unweighted,0.7995,0.0792,0.0231,0.0246,0.987,-0.023,0.0999,0.1,0.0477,0.0241,0.42
2,0.1,0.1,6000,logreg,weighted,0.7994,0.1786,0.2927,0.2927,0.842,-2.17,0.3927,0.1,0.0066,-0.0784,0.1
2,0.1,0.1,6000,logreg,weighted + Platt,0.7989,0.0792,0.0211,0.0214,1.0,0.0,0.1,0.1,0.0467,0.0232,0.43
2,0.1,0.1,6000,logreg,weighted + isotonic,0.7921,0.0778,0.0048,0.0069,0.91,-0.159,0.1002,0.1,0.0456,0.0262,0.42
2,0.1,0.1,6000,rf,unweighted,0.7993,0.0774,0.0083,0.0104,0.972,-0.047,0.0999,0.1,0.0473,0.0276,0.38
2,0.1,0.1,6000,rf,weighted,0.7982,0.1272,0.1938,0.1938,1.024,-1.597,0.2938,0.1,0.0168,-0.0273,0.12
2,0.1,0.1,6000,rf,weighted + Platt,0.7973,0.0782,0.0081,0.0116,0.994,-0.011,0.1,0.1,0.0455,0.0257,0.45
2,0.1,0.1,6000,rf,weighted + isotonic,0.7917,0.0783,0.0044,0.011,0.904,-0.167,0.0999,0.1,0.045,0.0258,0.42
2,0.1,0.1,6000,hgb,unweighted,0.7833,0.0806,0.0216,0.0216,0.696,-0.466,0.0948,0.1,0.0434,0.0223,0.41
2,0.1,0.1,6000,hgb,weighted,0.779,0.1395,0.1857,0.1857,0.658,-1.734,0.2857,0.1,0.0279,-0.0231,0.14
2,0.1,0.1,6000,hgb,weighted + Platt,0.7789,0.0797,0.0061,0.0102,1.001,0.002,0.0999,0.1,0.0434,0.0203,0.6
2,0.1,0.1,6000,hgb,weighted + isotonic,0.7708,0.0799,0.0041,0.0081,0.924,-0.137,0.1,0.1,0.0421,0.0191,0.6
2,0.15,0.15,6000,logreg,unweighted,0.7774,0.11,0.0317,0.0321,0.981,-0.03,0.1501,0.15,0.0668,0.056,0.49
2,0.15,0.15,6000,logreg,weighted,0.7777,0.1877,0.2707,0.2707,0.881,-1.714,0.4207,0.15,0.01,-0.0345,0.16
2,0.15,0.15,6000,logreg,weighted + Platt,0.7765,0.1102,0.0331,0.0353,0.994,-0.009,0.15,0.15,0.0671,0.0561,0.49
2,0.15,0.15,6000,logreg,weighted + isotonic,0.7689,0.1069,0.008,0.0147,0.947,-0.072,0.1498,0.15,0.0654,0.0563,0.48
2,0.15,0.15,6000,rf,unweighted,0.7865,0.1047,0.0082,0.0139,0.989,-0.02,0.1504,0.15,0.0662,0.0578,0.6
2,0.15,0.15,6000,rf,weighted,0.785,0.1482,0.1915,0.1915,1.041,-1.319,0.3415,0.15,0.0265,-0.0046,0.19
2,0.15,0.15,6000,rf,weighted + Platt,0.7836,0.1056,0.015,0.0174,0.995,-0.007,0.15,0.15,0.0669,0.0566,0.57
2,0.15,0.15,6000,rf,weighted + isotonic,0.7775,0.1056,0.0077,0.0115,0.917,-0.116,0.1501,0.15,0.0667,0.0537,0.6
2,0.15,0.15,6000,hgb,unweighted,0.771,0.1098,0.0257,0.0284,0.737,-0.345,0.1476,0.15,0.0639,0.0528,0.48
2,0.15,0.15,6000,hgb,weighted,0.7703,0.16,0.1901,0.1928,0.718,-1.44,0.3401,0.15,0.0327,0.0048,0.21
2,0.15,0.15,6000,hgb,weighted + Platt,0.7691,0.1085,0.0118,0.0207,0.991,-0.013,0.15,0.15,0.0624,0.0505,0.6
2,0.15,0.15,6000,hgb,weighted + isotonic,0.7622,0.1087,0.0057,0.0136,0.931,-0.098,0.15,0.15,0.0617,0.05,0.55
2,0.2,0.2,6000,logreg,unweighted,0.7934,0.1295,0.0306,0.0322,0.985,-0.019,0.2,0.2,0.0917,0.0917,0.6
2,0.2,0.2,6000,logreg,weighted,0.7934,0.1821,0.2241,0.2241,0.913,-1.372,0.4241,0.2,0.0302,0.0302,0.24
2,0.2,0.2,6000,logreg,weighted + Platt,0.7921,0.1298,0.0283,0.0361,0.993,-0.008,0.1999,0.2,0.0898,0.0898,0.6
2,0.2,0.2,6000,logreg,weighted + isotonic,0.788,0.1277,0.0095,0.0127,0.916,-0.092,0.2,0.2,0.0897,0.0897,0.57
2,0.2,0.2,6000,rf,unweighted,0.7913,0.1271,0.0155,0.0183,0.984,-0.018,0.2001,0.2,0.0923,0.0923,0.58
2,0.2,0.2,6000,rf,weighted,0.7909,0.1601,0.1679,0.1688,1.012,-1.077,0.3678,0.2,0.055,0.055,0.36
2,0.2,0.2,6000,rf,weighted + Platt,0.7899,0.1279,0.0136,0.0187,0.995,-0.006,0.2,0.2,0.0903,0.0903,0.59
2,0.2,0.2,6000,rf,weighted + isotonic,0.7856,0.1279,0.0055,0.0119,0.903,-0.11,0.2003,0.2,0.0917,0.0917,0.59
2,0.2,0.2,6000,hgb,unweighted,0.7731,0.1338,0.0292,0.0301,0.755,-0.242,0.1961,0.2,0.0859,0.0859,0.54
2,0.2,0.2,6000,hgb,weighted,0.7669,0.1733,0.1726,0.1737,0.72,-1.161,0.3702,0.2,0.0542,0.0542,0.34
2,0.2,0.2,6000,hgb,weighted + Platt,0.7662,0.1338,0.0261,0.0296,0.991,-0.01,0.2,0.2,0.0822,0.0822,0.54
2,0.2,0.2,6000,hgb,weighted + isotonic,0.7611,0.1325,0.0063,0.0143,0.95,-0.056,0.2,0.2,0.0821,0.0821,0.52
2,0.3,0.3,6000,logreg,unweighted,0.7867,0.1636,0.0321,0.0337,0.991,-0.007,0.3001,0.3,0.1337,0.1719,0.6
2,0.3,0.3,6000,logreg,weighted,0.7868,0.1866,0.1517,0.1517,0.954,-0.842,0.4517,0.3,0.0881,0.1461,0.6
2,0.3,0.3,6000,logreg,weighted + Platt,0.7863,0.164,0.0302,0.0315,0.997,-0.003,0.3,0.3,0.1329,0.1717,0.6
2,0.3,0.3,6000,logreg,weighted + isotonic,0.7821,0.1633,0.0104,0.0124,0.949,-0.034,0.3,0.3,0.1325,0.1705,0.6
2,0.3,0.3,6000,rf,unweighted,0.787,0.1607,0.0117,0.0158,1.0,0.002,0.2998,0.3,0.1298,0.1722,0.6
2,0.3,0.3,6000,rf,weighted,0.7864,0.1769,0.1194,0.1194,1.022,-0.676,0.4194,0.3,0.1094,0.1536,0.6
2,0.3,0.3,6000,rf,weighted + Platt,0.7861,0.1614,0.014,0.015,0.998,-0.002,0.3001,0.3,0.1302,0.1731,0.6
2,0.3,0.3,6000,rf,weighted + isotonic,0.7797,0.1619,0.0077,0.0224,0.92,-0.054,0.2999,0.3,0.1295,0.1725,0.6
2,0.3,0.3,6000,hgb,unweighted,0.7726,0.167,0.0294,0.0334,0.785,-0.146,0.3,0.3,0.1243,0.1638,0.6
2,0.3,0.3,6000,hgb,weighted,0.7701,0.1866,0.1246,0.1259,0.777,-0.738,0.4235,0.3,0.0988,0.1566,0.6
2,0.3,0.3,6000,hgb,weighted + Platt,0.7699,0.1665,0.0227,0.0229,0.998,-0.002,0.3001,0.3,0.1217,0.1617,0.6
2,0.3,0.3,6000,hgb,weighted + isotonic,0.766,0.1666,0.0104,0.0163,0.948,-0.036,0.3,0.3,0.1245,0.1605,0.6
2,0.4,0.4,6000,logreg,unweighted,0.7879,0.1832,0.0458,0.0461,0.991,-0.004,0.4,0.4,0.1837,0.2715,0.6
2,0.4,0.4,6000,logreg,weighted,0.7878,0.1879,0.0773,0.0792,0.968,-0.402,0.4761,0.4,0.1697,0.2637,0.6
2,0.4,0.4,6000,logreg,weighted + Platt,0.7877,0.1834,0.0452,0.0452,0.999,-0.001,0.4001,0.4,0.1831,0.271,0.6
2,0.4,0.4,6000,logreg,weighted + isotonic,0.784,0.1813,0.0071,0.014,0.96,-0.012,0.3999,0.4,0.1822,0.271,0.6
2,0.4,0.4,6000,rf,unweighted,0.7877,0.1803,0.0098,0.0221,0.99,-0.003,0.3999,0.4,0.1798,0.2734,0.6
2,0.4,0.4,6000,rf,weighted,0.7868,0.1847,0.0599,0.0601,0.995,-0.325,0.4599,0.4,0.1705,0.2697,0.6
2,0.4,0.4,6000,rf,weighted + Platt,0.7867,0.181,0.0131,0.0319,0.999,-0.001,0.4001,0.4,0.1783,0.2745,0.6
2,0.4,0.4,6000,rf,weighted + isotonic,0.7839,0.181,0.0095,0.0193,0.959,-0.012,0.3998,0.4,0.1769,0.2727,0.6
2,0.4,0.4,6000,hgb,unweighted,0.7749,0.1867,0.031,0.0367,0.786,-0.07,0.3999,0.4,0.1744,0.2661,0.6
2,0.4,0.4,6000,hgb,weighted,0.7752,0.1909,0.069,0.0711,0.788,-0.356,0.4626,0.4,0.1674,0.2671,0.6
2,0.4,0.4,6000,hgb,weighted + Platt,0.775,0.1857,0.0272,0.0318,0.999,-0.001,0.4001,0.4,0.1737,0.2668,0.6
2,0.4,0.4,6000,hgb,weighted + isotonic,0.7715,0.1851,0.0079,0.0167,0.949,-0.02,0.4005,0.4,0.1755,0.2662,0.6
2,0.5,0.5,6000,logreg,unweighted,0.7924,0.1858,0.0301,0.0377,0.992,-0.001,0.5,0.5,0.2253,0.3815,0.6
2,0.5,0.5,6000,logreg,weighted,0.7924,0.1858,0.0301,0.0377,0.992,-0.001,0.5,0.5,0.2253,0.3815,0.6
2,0.5,0.5,6000,logreg,weighted + Platt,0.7921,0.186,0.0314,0.0392,0.997,-0.0,0.5,0.5,0.2257,0.3805,0.6
2,0.5,0.5,6000,logreg,weighted + isotonic,0.7889,0.1852,0.009,0.0123,0.95,-0.002,0.5,0.5,0.2223,0.381,0.6
2,0.5,0.5,6000,rf,unweighted,0.7937,0.1839,0.0144,0.0177,1.01,0.008,0.4986,0.5,0.2253,0.3835,0.6
2,0.5,0.5,6000,rf,weighted,0.7942,0.1837,0.0181,0.0226,1.01,0.008,0.4986,0.5,0.225,0.3845,0.6
2,0.5,0.5,6000,rf,weighted + Platt,0.794,0.1838,0.0163,0.0222,0.999,0.0,0.5,0.5,0.2248,0.3838,0.6
2,0.5,0.5,6000,rf,weighted + isotonic,0.7907,0.184,0.0053,0.0157,0.942,-0.003,0.5001,0.5,0.2253,0.3831,0.6
2,0.5,0.5,6000,hgb,unweighted,0.7833,0.1904,0.0334,0.0335,0.781,-0.01,0.4999,0.5,0.2175,0.3798,0.6
2,0.5,0.5,6000,hgb,weighted,0.7833,0.1904,0.0334,0.0335,0.781,-0.01,0.4999,0.5,0.2175,0.3798,0.6
2,0.5,0.5,6000,hgb,weighted + Platt,0.7831,0.1896,0.0188,0.0276,0.997,-0.0,0.5,0.5,0.2177,0.381,0.6
2,0.5,0.5,6000,hgb,weighted + isotonic,0.7796,0.1894,0.0049,0.0177,0.946,0.0,0.4996,0.5,0.2207,0.3802,0.6
